index,softwareUnderstanding,understandingConcepts,practiceSM,testSM
5222,45,53.0,50.5,35.5
5223,38,49.5,32.0,56.0
5224,44,52.5,29.0,32.0
5225,41,51.0,35.5,52.5
5226,26,43.5,62.0,45.0
5227,53,57.0,48.5,50.5
5228,41,51.0,28.5,54.5
5229,21,41.0,28.5,41.5
5230,29,45.0,19.5,41.5
5231,60,60.5,56.0,49.0
5232,21,41.0,57.5,48.5
5233,29,45.0,47.5,19.5
5234,35,48.0,27.5,19.5
5235,55,58.0,61.5,48.5
5236,21,41.0,30.5,42.5
5237,75,68.0,70.5,51.5
5238,54,57.5,35.0,71.0
5239,38,49.5,24.0,53.0
5240,34,47.5,34.0,58.0
5241,67,64.0,64.5,41.5
5242,35,48.0,54.5,23.5
5243,41,51.0,36.5,28.5
5244,47,54.0,37.5,31.5
5245,47,54.0,24.5,41.5
5246,41,51.0,63.5,57.5
5247,17,39.0,26.5,39.5
5248,38,49.5,58.0,42.0
5249,47,54.0,56.5,33.5
5250,47,54.0,42.5,47.5
5251,30,45.5,41.0,41.0
5252,51,56.0,43.5,36.5
5253,19,40.0,55.5,22.5
5254,25,43.0,37.5,20.5
5255,57,59.0,47.5,32.5
5256,35,48.0,37.5,28.5
5257,47,54.0,26.5,32.5
5258,29,45.0,42.5,31.5
5259,55,58.0,63.5,48.5
5260,47,54.0,35.5,59.5
5261,64,62.5,33.0,43.0
5262,25,43.0,46.5,48.5
5263,29,45.0,22.5,62.5
5264,25,43.0,22.5,27.5
5265,25,43.0,37.5,27.5
5266,25,43.0,27.5,21.5
5267,61,61.0,35.5,64.5
5268,51,56.0,59.5,70.5
5269,4,32.5,47.0,24.0
5270,25,43.0,28.5,39.5
5271,28,44.5,39.0,40.0
5272,18,39.5,52.0,21.0
5273,42,51.5,53.0,42.0
5274,52,56.5,47.0,72.0
5275,46,53.5,44.0,36.0
5276,42,51.5,53.0,64.0
5277,52,56.5,71.0,76.0
5278,55,58.0,34.5,32.5
5279,42,51.5,35.0,44.0
5280,53,57.0,51.5,40.5
5281,52,56.5,27.0,72.0
5282,80,70.5,47.0,78.0
5283,25,43.0,31.5,32.5
5284,22,41.5,16.0,59.0
5285,28,44.5,27.0,15.0
5286,18,39.5,56.0,34.0
5287,35,48.0,31.5,38.5
5288,36,48.5,51.0,45.0
5289,46,53.5,63.0,42.0
5290,56,58.5,33.0,42.0
5291,28,44.5,33.0,49.0
5292,43,52.0,69.5,59.5
5293,31,46.0,33.5,27.5
5294,37,49.0,46.5,26.5
5295,46,53.5,69.0,63.0
5296,28,44.5,51.0,52.0
5297,28,44.5,47.0,48.0
5298,35,48.0,34.5,24.5
5299,25,43.0,14.5,24.5
5300,28,44.5,33.0,41.0
5301,43,52.0,56.5,43.5
5302,64,62.5,77.0,44.0
5303,25,43.0,35.5,51.5
5304,25,43.0,49.5,40.5
5305,29,45.0,30.5,42.5
5306,37,49.0,35.5,68.5
5307,28,44.5,55.0,18.0
5308,25,43.0,37.5,21.5
5309,56,58.5,58.0,58.0
5310,31,46.0,41.5,58.5
5311,35,48.0,62.5,50.5
5312,25,43.0,25.5,18.5
5313,28,44.5,16.0,42.0
5314,53,57.0,31.5,33.5
5315,45,53.0,71.5,72.5
5316,35,48.0,64.5,52.5
5317,43,52.0,28.5,31.5
5318,36,48.5,66.0,46.0
5319,35,48.0,51.5,45.5
5320,40,50.5,46.0,38.0
5321,43,52.0,30.5,27.5
5322,13,37.0,29.5,46.5
5323,23,42.0,19.5,11.5
5324,49,55.0,67.5,69.5
5325,35,48.0,34.5,64.5
5326,32,46.5,50.0,48.0
5327,70,65.5,56.0,70.0
5328,63,62.0,66.5,67.5
5329,62,61.5,47.0,52.0
5330,59,60.0,30.5,32.5
5331,40,50.5,46.0,20.0
5332,27,44.0,34.5,21.5
5333,39,50.0,56.5,48.5
5334,32,46.5,29.0,17.0
5335,70,65.5,67.0,52.0
5336,49,55.0,70.5,39.5
5337,11,36.0,12.5,28.5
5338,59,60.0,73.5,41.5
5339,40,50.5,36.0,24.0
5340,39,50.0,28.5,33.5
5341,48,54.5,66.0,39.0
5342,39,50.0,61.5,65.5
5343,47,54.5,35.5,44.5
5344,61,61.5,57.5,71.5
5345,58,60.0,42.0,43.0
5346,34,48.0,37.0,54.0
5347,28,45.0,31.0,47.0
5348,28,45.0,58.0,44.0
5349,21,41.5,25.5,32.5
5350,35,48.5,66.5,67.5
5351,57,59.5,29.5,46.5
5352,28,45.0,22.0,15.0
5353,18,40.0,30.0,40.0
5354,44,53.0,44.0,34.0
5355,48,55.0,42.0,48.0
5356,59,60.5,35.5,57.5
5357,50,56.0,67.0,46.0
5358,50,56.0,58.0,25.0
5359,61,61.5,79.5,49.5
5360,25,43.5,48.5,59.5
5361,53,57.5,45.5,30.5
5362,51,56.5,59.5,58.5
5363,32,47.0,63.0,44.0
5364,52,57.0,73.0,68.0
5365,37,49.5,49.5,42.5
5366,39,50.5,35.5,37.5
5367,41,51.5,44.5,55.5
5368,29,45.5,29.5,27.5
5369,11,36.5,31.5,15.5
5370,28,45.0,18.0,55.0
5371,45,53.5,60.5,31.5
5372,28,45.0,42.0,37.0
5373,39,50.5,32.5,33.5
5374,49,55.5,32.5,26.5
5375,43,52.5,24.5,32.5
5376,47,54.5,68.5,60.5
5377,42,52.0,21.0,33.0
5378,52,57.0,63.0,60.0
5379,26,44.0,56.0,62.0
5380,14,38.0,12.0,33.0
5381,39,50.5,36.5,63.5
5382,50,56.0,56.0,28.0
5383,48,55.0,42.0,63.0
5384,61,61.5,41.5,63.5
5385,43,52.5,24.5,49.5
5386,35,48.5,21.5,27.5
5387,32,47.0,59.0,31.0
5388,14,38.0,41.0,8.0
5389,32,47.0,23.0,58.0
5390,28,45.0,56.0,35.0
5391,41,51.5,39.5,50.5
5392,47,54.5,48.5,39.5
5393,60,61.0,34.0,60.0
5394,43,52.5,51.5,42.5
5395,42,52.0,44.0,26.0
5396,48,55.0,24.0,74.0
5397,25,43.5,30.5,43.5
5398,28,45.0,25.0,53.0
5399,43,52.5,64.5,45.5
5400,25,43.5,51.5,60.5
5401,45,53.5,57.5,54.5
5402,49,55.5,26.5,61.5
5403,52,57.0,50.0,37.0
5404,28,45.0,37.0,32.0
5405,66,64.0,83.0,79.0
5406,21,41.5,43.5,31.5
5407,25,43.5,12.5,34.5
5408,28,45.0,51.0,16.0
5409,36,49.0,37.0,54.0
5410,63,62.5,44.5,75.5
5411,28,45.0,31.0,55.0
5412,34,48.0,26.0,30.0
5413,62,62.0,38.0,58.0
5414,55,58.5,46.5,27.5
5415,48,55.0,43.0,35.0
5416,36,49.0,55.0,35.0
5417,29,45.5,21.5,41.5
5418,45,53.5,24.5,24.5
5419,23,42.5,14.5,38.5
5420,51,56.5,75.5,40.5
5421,41,51.5,60.5,23.5
5422,43,52.5,68.5,24.5
5423,31,46.5,50.5,60.5
5424,35,48.5,20.5,29.5
5425,35,48.5,25.5,41.5
5426,29,45.5,55.5,30.5
5427,44,53.0,30.0,51.0
5428,56,59.0,45.0,61.0
5429,53,57.5,32.5,42.5
5430,28,45.0,17.0,19.0
5431,44,53.0,48.0,50.0
5432,36,49.0,46.0,49.0
5433,28,45.0,20.0,32.0
5434,39,50.5,20.5,46.5
5435,33,47.5,21.5,32.5
5436,44,53.0,57.0,39.0
5437,33,47.5,47.5,54.5
5438,74,68.0,72.0,67.0
5439,44,53.0,65.0,43.0
5440,70,66.0,55.0,57.0
5441,50,56.0,63.0,75.0
5442,23,42.5,34.5,56.5
5443,33,47.5,49.5,38.5
5444,38,50.0,25.0,37.0
5445,44,53.0,23.0,39.0
5446,21,41.5,27.5,47.5
5447,38,50.0,42.0,23.0
5448,49,55.5,52.5,51.5
5449,50,56.0,60.0,67.0
5450,41,51.5,69.5,27.5
5451,11,36.5,41.5,19.5
5452,38,50.0,21.0,20.0
5453,33,47.5,36.5,32.5
5454,32,47.0,58.0,65.0
5455,39,50.5,58.5,58.5
5456,49,55.5,28.5,49.5
5457,55,58.5,77.5,55.5
5458,32,47.0,44.0,40.0
5459,37,49.5,33.5,20.5
5460,31,46.5,40.5,63.5
5461,36,49.0,42.0,30.0
5462,35,48.5,20.5,58.5
5463,39,50.5,43.5,40.5
5464,24,43.0,24.0,51.0
5465,37,49.5,56.5,35.5
5466,18,40.0,12.0,50.0
5467,56,59.0,65.0,54.0
5468,46,54.0,67.0,67.0
5469,18,40.0,12.0,41.0
5470,51,56.5,69.5,27.5
5471,37,49.5,54.5,18.5
5472,36,49.0,67.0,65.0
5473,18,40.0,20.0,51.0
5474,62,62.0,64.0,55.0
5475,31,46.5,65.5,35.5
5476,58,60.0,75.0,71.0
5477,41,51.5,33.5,59.5
5478,31,46.5,42.5,25.5
5479,49,55.5,52.5,67.5
5480,51,56.5,38.5,46.5
5481,37,49.5,67.5,23.5
5482,29,45.5,28.5,14.5
5483,53,57.5,36.5,38.5
5484,24,43.0,20.0,40.0
5485,55,58.5,50.5,33.5
5486,50,56.0,60.0,30.0
5487,32,47.0,28.0,42.0
5488,28,45.0,14.0,55.0
5489,61,61.5,40.5,31.5
5490,5,33.5,11.5,48.5
5491,27,44.5,50.5,61.5
5492,82,72.0,58.0,62.0
5493,51,56.5,33.5,45.5
5494,46,54.0,34.0,72.0
5495,29,45.5,28.5,56.5
5496,52,57.0,44.0,40.0
5497,44,53.0,22.0,65.0
5498,36,49.0,35.0,29.0
5499,42,52.0,35.0,46.0
5500,34,48.0,64.0,62.0
5501,37,49.5,37.5,47.5
5502,62,62.0,36.0,57.0
5503,63,62.5,38.5,70.5
5504,46,54.0,68.0,72.0
5505,27,44.5,47.5,24.5
5506,32,47.0,24.0,45.0
5507,37,49.5,50.5,68.5
5508,66,64.0,48.0,51.0
5509,67,64.5,60.5,66.5
5510,35,48.5,23.5,46.5
5511,40,51.0,62.0,39.0
5512,35,48.5,55.5,45.5
5513,35,48.5,21.5,26.5
5514,28,45.0,25.0,18.0
5515,29,45.5,29.5,23.5
5516,37,49.5,41.5,34.5
5517,30,46.0,59.0,25.0
5518,38,50.0,30.0,20.0
5519,28,45.0,31.0,53.0
5520,47,54.5,73.5,39.5
5521,44,53.0,66.0,32.0
5522,52,57.0,59.0,59.0
5523,47,54.5,24.5,60.5
5524,53,58.0,37.5,61.5
5525,53,58.0,69.5,38.5
5526,53,58.0,74.5,35.5
5527,23,43.0,51.5,37.5
5528,23,43.0,17.5,45.5
5529,34,48.5,19.0,66.0
5530,35,49.0,49.5,45.5
5531,34,48.5,41.0,64.0
5532,37,50.0,29.5,40.5
5533,37,50.0,44.5,61.5
5534,79,71.0,64.5,40.5
5535,37,50.0,36.5,26.5
5536,33,48.0,45.5,18.5
5537,37,50.0,19.5,21.5
5538,37,50.0,39.5,56.5
5539,35,49.0,64.5,27.5
5540,35,49.0,36.5,50.5
5541,37,50.0,59.5,47.5
5542,73,68.0,69.5,75.5
5543,73,68.0,55.5,61.5
5544,72,67.5,55.0,68.0
5545,38,50.5,41.0,33.0
5546,38,50.5,55.0,23.0
5547,33,48.0,23.5,59.5
5548,38,50.5,40.0,61.0
5549,38,50.5,25.0,46.0
5550,72,67.5,78.0,38.0
5551,35,49.0,51.5,23.5
5552,38,50.5,43.0,36.0
5553,38,50.5,36.0,49.0
5554,71,67.0,65.5,43.5
5555,71,67.0,76.5,37.5
5556,32,47.5,42.0,48.0
5557,39,51.0,35.5,64.5
5558,39,51.0,25.5,57.5
5559,12,37.5,49.0,53.0
5560,39,51.0,35.5,49.5
5561,32,47.5,55.0,43.0
5562,32,47.5,36.0,32.0
5563,32,47.5,65.0,41.0
5564,39,51.0,21.5,59.5
5565,32,47.5,39.0,63.0
5566,32,47.5,17.0,22.0
5567,32,47.5,60.0,38.0
5568,32,47.5,58.0,17.0
5569,68,65.5,46.0,59.0
5570,39,51.0,52.5,23.5
5571,39,51.0,48.5,31.5
5572,68,65.5,60.0,58.0
5573,40,51.5,50.0,41.0
5574,67,65.0,77.5,74.5
5575,40,51.5,47.0,62.0
5576,35,49.0,64.5,52.5
5577,40,51.5,65.0,33.0
5578,35,49.0,60.5,64.5
5579,40,51.5,21.0,52.0
5580,66,64.5,59.0,36.0
5581,41,52.0,55.5,26.5
5582,41,52.0,40.5,49.5
5583,40,51.5,23.0,42.0
5584,40,51.5,36.0,34.0
5585,40,51.5,20.0,61.0
5586,31,47.0,63.5,63.5
5587,14,38.5,13.0,7.0
5588,41,52.0,21.5,47.5
5589,41,52.0,41.5,56.5
5590,15,39.0,11.5,28.5
5591,30,46.5,29.0,22.0
5592,65,64.0,49.5,54.5
5593,65,64.0,37.5,47.5
5594,41,52.0,21.5,42.5
5595,64,63.5,77.0,41.0
5596,42,52.5,37.0,56.0
5597,42,52.5,30.0,23.0
5598,42,52.5,52.0,36.0
5599,30,46.5,52.0,59.0
5600,64,63.5,56.0,50.0
5601,30,46.5,46.0,44.0
5602,42,52.5,45.0,28.0
5603,42,52.5,34.0,56.0
5604,63,63.0,80.5,64.5
5605,42,52.5,28.0,51.0
5606,43,53.0,27.5,27.5
5607,43,53.0,32.5,67.5
5608,43,53.0,23.5,47.5
5609,29,46.0,45.5,63.5
5610,35,49.0,47.5,61.5
5611,43,53.0,60.5,23.5
5612,43,53.0,26.5,62.5
5613,29,46.0,37.5,52.5
5614,63,63.0,67.5,44.5
5615,28,45.5,54.0,15.0
5616,16,39.5,40.0,47.0
5617,44,53.5,54.0,23.0
5618,44,53.5,24.0,39.0
5619,62,62.5,71.0,71.0
5620,28,45.5,58.0,58.0
5621,28,45.5,47.0,28.0
5622,28,45.5,47.0,37.0
5623,36,49.5,65.0,64.0
5624,62,62.5,77.0,49.0
5625,28,45.5,20.0,48.0
5626,44,53.5,56.0,40.0
5627,28,45.5,31.0,51.0
5628,28,45.5,60.0,47.0
5629,28,45.5,29.0,47.0
5630,44,53.5,49.0,27.0
5631,62,62.5,73.0,31.0
5632,45,54.0,38.5,53.5
5633,61,62.0,41.5,50.5
5634,61,62.0,71.5,74.5
5635,61,62.0,65.5,77.5
5636,61,62.0,31.5,43.5
5637,28,45.5,54.0,35.0
5638,45,54.0,70.5,28.5
5639,28,45.5,56.0,31.0
5640,27,45.0,23.5,35.5
5641,60,61.5,71.0,63.0
5642,18,40.5,31.0,16.0
5643,46,54.5,26.0,52.0
5644,46,54.5,64.0,60.0
5645,27,45.0,30.5,47.5
5646,60,61.5,39.0,50.0
5647,46,54.5,26.0,51.0
5648,60,61.5,44.0,75.0
5649,47,55.0,25.5,54.5
5650,59,61.0,43.5,38.5
5651,47,55.0,53.5,38.5
5652,19,41.0,27.5,17.5
5653,59,61.0,69.5,51.5
5654,26,44.5,60.0,47.0
5655,26,44.5,21.0,56.0
5656,48,55.5,30.0,29.0
5657,58,60.5,71.0,67.0
5658,48,55.5,36.0,74.0
5659,26,44.5,33.0,61.0
5660,58,60.5,29.0,34.0
5661,26,44.5,39.0,18.0
5662,58,60.5,62.0,50.0
5663,35,49.0,41.5,39.5
5664,49,56.0,71.5,50.5
5665,49,56.0,27.5,60.5
5666,25,44.0,59.5,27.5
5667,57,60.0,74.5,29.5
5668,25,44.0,14.5,31.5
5669,25,44.0,61.5,36.5
5670,50,56.5,53.0,74.0
5671,25,44.0,47.5,61.5
5672,25,44.0,60.5,28.5
5673,25,44.0,19.5,56.5
5674,57,60.0,66.5,37.5
5675,50,56.5,69.0,69.0
5676,34,48.5,27.0,49.0
5677,25,44.0,61.5,38.5
5678,25,44.0,41.5,24.5
5679,50,56.5,58.0,41.0
5680,35,49.0,34.5,43.5
5681,51,57.0,27.5,64.5
5682,56,59.5,36.0,34.0
5683,56,59.5,78.0,57.0
5684,51,57.0,51.5,74.5
5685,56,59.5,49.0,55.0
5686,22,42.5,29.0,31.0
5687,51,57.0,75.5,25.5
5688,51,57.0,26.5,35.5
5689,55,59.0,37.5,40.5
5690,36,49.5,40.0,34.0
5691,24,43.5,62.0,53.0
5692,55,59.0,27.5,45.5
5693,52,57.5,32.0,44.0
5694,55,59.0,62.5,60.5
5695,52,57.5,29.0,40.0
5696,52,57.5,67.0,47.0
5697,52,57.5,56.0,42.0
5698,52,57.5,31.0,30.0
5699,52,57.5,67.0,72.0
5700,35,49.0,63.5,37.5
5701,53,58.0,44.5,59.5
5702,55,59.0,76.5,36.5
5703,43,53.5,25.5,31.5
5704,35,49.5,65.5,54.5
5705,54,59.0,63.0,70.0
5706,68,66.0,78.0,35.0
5707,39,51.5,42.5,29.5
5708,19,41.5,36.5,13.5
5709,31,47.5,40.5,51.5
5710,26,45.0,26.0,35.0
5711,29,46.5,16.5,33.5
5712,46,55.0,58.0,37.0
5713,39,51.5,57.5,57.5
5714,54,59.0,66.0,47.0
5715,67,65.5,43.5,58.5
5716,19,41.5,49.5,17.5
5717,40,52.0,44.0,57.0
5718,44,54.0,24.0,63.0
5719,54,59.0,66.0,65.0
5720,40,52.0,23.0,70.0
5721,46,55.0,24.0,65.0
5722,40,52.0,24.0,61.0
5723,31,47.5,35.5,19.5
5724,26,45.0,45.0,14.0
5725,44,54.0,22.0,41.0
5726,40,52.0,34.0,37.0
5727,66,65.0,53.0,35.0
5728,52,58.0,57.0,48.0
5729,29,46.5,41.5,28.5
5730,23,43.5,43.5,12.5
5731,43,53.5,29.5,71.5
5732,35,49.5,53.5,43.5
5733,35,49.5,49.5,63.5
5734,36,50.0,48.0,66.0
5735,42,53.0,52.0,49.0
5736,51,57.5,47.5,50.5
5737,61,62.5,74.5,60.5
5738,51,57.5,52.5,36.5
5739,42,53.0,54.0,56.0
5740,34,49.0,45.0,29.0
5741,42,53.0,43.0,51.0
5742,55,59.5,51.5,36.5
5743,55,59.5,28.5,63.5
5744,44,54.0,28.0,24.0
5745,28,46.0,33.0,23.0
5746,51,57.5,29.5,32.5
5747,34,49.0,63.0,43.0
5748,63,63.5,60.5,50.5
5749,61,62.5,36.5,65.5
5750,36,50.0,38.0,34.0
5751,44,54.0,28.0,60.0
5752,24,44.0,40.0,45.0
5753,23,43.5,16.5,49.5
5754,52,58.0,36.0,27.0
5755,36,50.0,30.0,68.0
5756,51,57.5,46.5,69.5
5757,51,57.5,32.5,33.5
5758,45,54.5,30.5,59.5
5759,52,58.0,56.0,56.0
5760,81,72.5,69.5,45.5
5761,24,44.0,46.0,44.0
5762,43,53.5,71.5,30.5
5763,51,57.5,57.5,53.5
5764,51,57.5,69.5,36.5
5765,21,42.5,26.5,33.5
5766,53,58.5,45.5,61.5
5767,21,42.5,18.5,42.5
5768,51,57.5,32.5,33.5
5769,51,57.5,68.5,41.5
5770,33,48.5,24.5,43.5
5771,63,63.5,81.5,32.5
5772,56,60.0,77.0,41.0
5773,51,57.5,31.5,29.5
5774,37,50.5,64.5,53.5
5775,33,48.5,21.5,22.5
5776,50,57.0,37.0,54.0
5777,33,48.5,54.5,35.5
5778,76,70.0,59.0,83.0
5779,33,48.5,47.5,29.5
5780,33,48.5,31.5,31.5
5781,64,64.0,40.0,41.0
5782,44,54.0,58.0,50.0
5783,50,57.0,70.0,43.0
5784,44,54.0,63.0,54.0
5785,41,52.5,66.5,22.5
5786,43,53.5,56.5,69.5
5787,37,50.5,21.5,25.5
5788,14,39.0,25.0,51.0
5789,50,57.0,46.0,41.0
5790,30,47.0,19.0,53.0
5791,52,58.0,32.0,45.0
5792,53,58.5,68.5,56.5
5793,35,49.5,58.5,47.5
5794,41,52.5,62.5,67.5
5795,30,47.0,36.0,31.0
5796,33,48.5,35.5,66.5
5797,25,44.5,33.5,38.5
5798,36,50.0,40.0,64.0
5799,45,54.5,31.5,31.5
5800,25,44.5,28.5,60.5
5801,20,42.0,34.0,58.0
5802,45,54.5,29.5,57.5
5803,62,63.0,59.0,35.0
5804,35,49.5,38.5,17.5
5805,37,50.5,44.5,57.5
5806,44,54.0,67.0,26.0
5807,25,44.5,23.5,13.5
5808,35,49.5,64.5,43.5
5809,25,44.5,49.5,39.5
5810,35,49.5,66.5,31.5
5811,34,49.0,61.0,44.0
5812,45,54.5,27.5,33.5
5813,43,53.5,45.5,39.5
5814,25,44.5,39.5,21.5
5815,35,49.5,45.5,56.5
5816,45,54.5,59.5,54.5
5817,65,64.5,64.5,81.5
5818,49,56.5,57.5,54.5
5819,28,46.0,64.0,28.0
5820,46,55.0,72.0,43.0
5821,41,52.5,45.5,66.5
5822,61,62.5,67.5,62.5
5823,57,60.5,72.5,35.5
5824,28,46.0,39.0,47.0
5825,65,64.5,70.5,33.5
5826,38,51.0,42.0,36.0
5827,32,48.0,64.0,62.0
5828,32,48.0,64.0,30.0
5829,25,44.5,54.5,18.5
5830,32,48.0,59.0,29.0
5831,32,48.0,37.0,66.0
5832,41,52.5,44.5,26.5
5833,32,48.0,62.0,33.0
5834,48,56.0,61.0,68.0
5835,32,48.0,27.0,60.0
5836,43,53.5,40.5,64.5
5837,32,48.0,43.0,53.0
5838,38,51.0,36.0,66.0
5839,62,63.0,71.0,36.0
5840,32,48.0,52.0,40.0
5841,38,51.0,65.0,59.0
5842,48,56.0,40.0,37.0
5843,32,48.0,46.0,61.0
5844,22,43.0,45.0,26.0
5845,26,45.0,46.0,23.0
5846,32,48.0,21.0,25.0
5847,26,45.0,32.0,58.0
5848,48,56.0,55.0,51.0
5849,43,53.5,46.5,42.5
5850,48,56.0,35.0,35.0
5851,32,48.0,30.0,47.0
5852,58,61.0,30.0,55.0
5853,26,45.0,28.0,24.0
5854,12,38.0,8.0,22.0
5855,65,64.5,60.5,70.5
5856,39,51.5,65.5,41.5
5857,39,51.5,64.5,42.5
5858,39,51.5,60.5,29.5
5859,40,52.0,36.0,25.0
5860,48,56.0,46.0,41.0
5861,39,51.5,67.5,31.5
5862,39,51.5,63.5,58.5
5863,39,51.5,66.5,58.5
5864,39,51.5,53.5,49.5
5865,31,47.5,54.5,20.5
5866,39,51.5,49.5,63.5
5867,59,61.5,67.5,31.5
5868,59,61.5,65.5,50.5
5869,35,49.5,19.5,66.5
5870,59,61.5,77.5,32.5
5871,47,55.5,69.5,66.5
5872,52,58.5,69.0,45.0
5873,54,59.5,66.0,41.0
5874,39,52.0,43.5,26.5
5875,47,56.0,26.5,58.5
5876,11,38.0,10.5,44.5
5877,56,60.5,29.0,66.0
5878,18,41.5,19.0,28.0
5879,18,41.5,22.0,21.0
5880,28,46.5,31.0,51.0
5881,44,54.5,54.0,32.0
5882,30,47.5,53.0,32.0
5883,53,59.0,54.5,35.5
5884,26,45.5,34.0,24.0
5885,39,52.0,37.5,45.5
5886,50,57.5,72.0,28.0
5887,25,45.0,13.5,16.5
5888,32,48.5,46.0,38.0
5889,39,52.0,69.5,58.5
5890,25,45.0,34.5,40.5
5891,39,52.0,34.5,29.5
5892,7,36.0,17.5,14.5
5893,37,51.0,63.5,27.5
5894,50,57.5,39.0,50.0
5895,31,48.0,64.5,58.5
5896,56,60.5,75.0,63.0
5897,53,59.0,52.5,67.5
5898,39,52.0,50.5,57.5
5899,67,66.0,44.5,65.5
5900,56,60.5,75.0,32.0
5901,37,51.0,39.5,46.5
5902,37,51.0,42.5,18.5
5903,40,52.5,25.0,60.0
5904,40,52.5,28.0,47.0
5905,14,39.5,19.0,22.0
5906,50,57.5,47.0,45.0
5907,30,47.5,57.0,64.0
5908,40,52.5,61.0,67.0
5909,32,48.5,36.0,53.0
5910,32,48.5,31.0,45.0
5911,73,69.0,65.5,77.5
5912,26,45.5,54.0,20.0
5913,30,47.5,47.0,33.0
5914,47,56.0,45.5,56.5
5915,32,48.5,62.0,66.0
5916,46,55.5,70.0,59.0
5917,71,68.0,38.5,35.5
5918,35,50.0,31.5,27.5
5919,47,56.0,65.5,35.5
5920,34,49.5,42.0,42.0
5921,66,65.5,38.0,70.0
5922,46,55.5,62.0,25.0
5923,46,55.5,65.0,62.0
5924,32,48.5,17.0,38.0
5925,35,50.0,56.5,54.5
5926,42,53.5,54.0,24.0
5927,56,60.5,49.0,76.0
5928,32,48.5,50.0,60.0
5929,42,53.5,44.0,30.0
5930,56,60.5,34.0,71.0
5931,51,58.0,56.5,46.5
5932,37,51.0,20.5,37.5
5933,61,63.0,75.5,74.5
5934,40,52.5,28.0,40.0
5935,49,57.0,68.5,67.5
5936,28,46.5,45.0,41.0
5937,21,43.0,48.5,14.5
5938,38,51.5,46.0,62.0
5939,37,51.0,24.5,31.5
5940,21,43.0,59.5,55.5
5941,30,47.5,25.0,48.0
5942,56,60.5,78.0,58.0
5943,28,46.5,51.0,27.0
5944,58,61.5,71.0,43.0
5945,52,58.5,61.0,59.0
5946,49,57.0,63.5,40.5
5947,22,43.5,46.0,50.0
5948,38,51.5,64.0,36.0
5949,21,43.0,32.5,52.5
5950,21,43.0,50.5,27.5
5951,63,64.0,59.5,77.5
5952,49,57.0,33.5,53.5
5953,45,55.0,63.5,57.5
5954,55,60.0,38.5,59.5
5955,55,60.0,53.5,35.5
5956,48,56.5,71.0,47.0
5957,43,54.0,68.5,31.5
5958,35,50.0,20.5,54.5
5959,55,60.0,77.5,49.5
5960,28,46.5,34.0,35.0
5961,28,46.5,29.0,31.0
5962,51,58.0,34.5,31.5
5963,21,43.0,39.5,55.5
5964,37,51.0,61.5,57.5
5965,32,48.5,57.0,23.0
5966,51,58.0,65.5,54.5
5967,53,59.0,55.5,61.5
5968,44,54.5,43.0,69.0
5969,33,49.0,29.5,35.5
5970,18,41.5,29.0,43.0
5971,42,53.5,36.0,47.0
5972,49,57.0,65.5,56.5
5973,15,40.0,20.5,30.5
5974,72,68.5,85.0,44.0
5975,62,63.5,36.0,55.0
5976,42,53.5,27.0,44.0
5977,35,50.0,66.5,21.5
5978,35,50.0,34.5,26.5
5979,65,65.0,50.5,81.5
5980,24,44.5,38.0,57.0
5981,49,57.0,46.5,31.5
5982,47,56.0,42.5,36.5
5983,52,58.5,27.0,26.0
5984,28,46.5,35.0,26.0
5985,46,55.5,70.0,28.0
5986,53,59.0,69.5,60.5
5987,49,57.0,34.5,69.5
5988,38,51.5,37.0,24.0
5989,25,45.0,55.5,36.5
5990,48,56.5,66.0,47.0
5991,42,53.5,41.0,42.0
5992,57,61.0,30.5,65.5
5993,60,62.5,54.0,80.0
5994,46,55.5,66.0,31.0
5995,28,46.5,29.0,32.0
5996,22,43.5,20.0,28.0
5997,78,71.5,60.0,49.0
5998,63,64.0,62.5,39.5
5999,57,61.0,30.5,67.5
6000,77,71.0,62.5,74.5
6001,47,56.0,23.5,44.5
6002,27,46.0,47.5,41.5
6003,27,46.0,57.5,54.5
6004,25,45.0,27.5,34.5
6005,65,65.0,56.5,33.5
6006,50,57.5,51.0,29.0
6007,29,47.0,28.5,53.5
6008,63,64.0,68.5,68.5
6009,38,51.5,68.0,30.0
6010,41,53.0,69.5,22.5
6011,41,53.0,54.5,21.5
6012,32,48.5,30.0,51.0
6013,33,49.0,19.5,29.5
6014,54,59.5,76.0,68.0
6015,48,56.5,61.0,38.0
6016,42,53.5,46.0,59.0
6017,62,63.5,33.0,41.0
6018,36,50.5,29.0,51.0
6019,43,54.0,32.5,28.5
6020,18,41.5,37.0,13.0
6021,36,50.5,19.0,66.0
6022,88,76.5,91.0,67.0
6023,57,61.0,36.5,54.5
6024,64,64.5,68.0,42.0
6025,31,48.0,29.5,64.5
6026,31,48.0,57.5,48.5
6027,54,60.0,49.0,39.0
6028,21,43.5,22.5,59.5
6029,42,54.0,53.0,30.0
6030,43,54.5,51.5,33.5
6031,62,64.0,60.0,49.0
6032,28,47.0,48.0,43.0
6033,28,47.0,29.0,47.0
6034,62,64.0,36.0,70.0
6035,22,44.0,34.0,26.0
6036,28,47.0,53.0,54.0
6037,28,47.0,61.0,50.0
6038,28,47.0,14.0,63.0
6039,28,47.0,40.0,34.0
6040,43,54.5,51.5,36.5
6041,41,53.5,47.5,43.5
6042,41,53.5,41.5,47.5
